MATRI	NOM_PRENOM	CLUB	ELO_CALCUL
3573	DEPOORTER ENGUERRAN	313	0
53414	VERBURGH PATRICK	318	0
57185	DEVLIEGHERE OLIVIER	318	0
59072	DE TAYE FRANCO	318	0
2747	ARNS STIJN	318	0
2798	DE VENT RENS	318	0
4138	MOREAU MICHAEL	318	0
4219	WITTESAELE FREDERICK	318	0
13145	CLAREBAUT PETER	322	0
25984	RYS SERVAAS	322	0
26085	DEBOOT DEANIE	322	0
26212	OCQUET KOEN	322	0
26409	HUMBERTCLAUDE MATHIEU	322	0
31003	VAN HOVE JEROEN	322	0
31542	SEVENOIS SIEBREN	322	0
31569	MEESSCHAERT KOENRAAD	322	0
31691	SEVENOIS RUBEN	322	0
31968	VAN HOVE DAAN	322	0
32158	VERHAEGHE MATTHIAS	322	0
32425	BERNOLET KORNEEL	322	0
32522	NOTE STEPHANIE	322	0
32760	WALRAEDT DEBORA	322	0
33057	WALRAEDT DAVID	322	0
33065	VERSTEELE HENDRIK	322	0
33456	DEVRIENDT GILLES	322	0
40088	STOICA DUMITRI	322	0
52876	WINNOCK DE GRAVE PAUL	322	0
53180	LAMBERT SVEN	322	0
6688	DE BACKER MERIJN	322	0
6726	COCHUYT ABEL	322	0
6742	COCHUYT JUDITH	322	0
4308	VAN ONSEM WILLEM	322	0
14508	GADABORTCHEV AMIRKHAN	322	0
17248	GAREZ KENNY	322	0
17281	GAREZ KELLY	322	0
17329	GAREZ KENNETH	322	0
17361	GAREZ DIRK	322	0
17442	SARKISOV RUBEN	322	0
9806	BRENDONCK STIJN	334	0
12327	KETELS FILIEP	340	0
26522	VANKEIRSBILCK ROLAND	340	0
34100	VANDEPUTTE ERIK	340	0
34231	CATTEEUW FREDERIK	340	0
35084	BAERT JONA	340	0
35751	TURZO ATTILA	340	0
47678	DESPIERE KRISTOF	340	0
53554	DEBLAERE GEERT	340	0
21521	HANSSENS KAREL	351	0
35289	SAVELS OLIVIER	351	0
4448	VERCAINE EFREM	353	0
43745	DORVAL SIMONNE	357	0
26913	MAERTENS DRIES	358	0
40207	VAN HOVER BART	358	0
2224	DUMAREY ROLAND	358	0
2305	GUSSE ROELAND	358	0
3948	DEVRIENDT THOMAS	358	0
9733	HOLVOET MARC	359	0
22527	VANDECASTEELE KRIS	359	0
22748	VAN WALLEGHEM DENISE	359	0
28142	MAENHOUT MIKE	359	0
29131	RONDELEZ MICHIEL	359	0
35238	BEHEYDT KAREL	359	0
35343	BEHEYDT DRIES	359	0
35483	DE CROIX HANS	359	0
36196	GERMEYS DAVY	359	0
36293	JACOBS BERT	359	0
4502	VERCAMMEN ANGELE	359	0
14184	DEMUYNCK EMIEL	360	0
9652	INGELAERE DAVID	361	0
9695	DECORTE PAUL	361	0
11134	HEYMAN PATRICK	361	0
35505	HEYMAN KEVIN	361	0
4634	TRUANT SAM	361	0
1775	BENAETS THOMAS	362	0
1805	DE COSTER JONAS	362	0
1830	DECLERCK JAN	362	0
1856	DECLERCK PIETER	362	0
1911	DEPOORTERE STAN	362	0
1937	VANLEE KOBE	362	0
1945	RYCEK STEPHANE	362	0
11029	GHYSEL LANDER	362	0
11428	MAHIEU SAM	362	0
14443	BONTE PIETER	362	0
14494	DECOMMER EVI	362	0
14532	DE MAN PIETER	362	0
14931	DENOLF JACOB	362	0
15164	DEVOLDER JERINA	362	0
15211	HOFLACK JEROEN	362	0
15270	VAN COLEN WILLEM	362	0
15636	VERBEEKEN KAREL	362	0
15911	LOGGHE SANDRO	362	0
16209	MIRCHANDANI MICHEL	362	0
16497	SCHRAUWEN INA	362	0
16543	SCHRAUWEN LIEN	362	0
23019	DECROOS JEROEN	362	0
24244	BILLIET CHRISTOPHE	362	0
26794	JOURET CHRISTOPHE	362	0
35726	SWIMBERGHE HANNES	362	0
35734	ROGIERS SANDER	362	0
35777	PLATTEEUW GUY	362	0
35815	MAHIEU JUDITH	362	0
35831	DE COSTER JOACHIM	362	0
44202	LARUELLE FRANCIS	362	0
44652	DEVRIESE TEIS	362	0
44661	HUYGHE VADIM	362	0
44695	LOGGHE PIETER	362	0
44733	MOUTTON MICHIEL	362	0
2135	RAMMANT JENS	362	0
2143	SOENEN CATHARINA	362	0
2151	VERBEKE MAURITS	362	0
2194	VERREWAERE PIETER	362	0
2313	DECORTE MIEKE	362	0
2381	DECORTE LEEN	362	0
2453	DEWITTE JOCHEM	362	0
14681	DE NEVE NICHOLAS	362	0
14702	DE CROOS LAURA	362	0
14796	CLARYSSE WILLIAM	362	0
14800	CUVELIER ROLAND	362	0
14826	VANHEE JENTE	362	0
4201	FRANSOO FREDERIK	401	0
9636	LAMBRECHT THORWALD	401	0
10367	ARNOLD FRIEDA DOROTHEA	401	0
11959	DE GROOTE KRISTOF	401	0
12301	KNOCKAERT JAN	401	0
12378	GOORMACHTIGH LAURENS	401	0
13501	BOOT RUDY	401	0
17302	PLANCKE LUC	401	0
18767	LAMBRECHT HANNES	401	0
19259	MOENS ERIC	401	0
20052	VAN ROMPAEY PHILIPPE	401	0
24503	VAN LOO JURGEN	401	0
24562	VAN AKEN JEROEN	401	0
24902	GOORMACHTICH SOFIE	401	0
25232	SCHUTYSER LAURENS	401	0
25445	LAVRYSEN LAURENS	401	0
25704	FORIER MATHIAS	401	0
25747	DE RUYCK WOUT	401	0
32557	KLIJSEN YVONNE	401	0
33511	RUYFFELAERE PETER	401	0
33707	VANBEVEREN LARA	401	0
33758	DE VUYST RILIANE	401	0
34207	DE VUYST MOIRA	401	0
34355	DE COSTER MICHEL	401	0
34363	VERFAILLIE JEROEN	401	0
34479	DE REGGE RUBEN	401	0
34487	VAN HEVELE JOKE	401	0
34797	VAN HEVELE AUDREY	401	0
35076	FORIER LIESBETH	401	0
35246	DOOMS MATTHIEU	401	0
35301	MEIGNEN GAETAN	401	0
35670	VAN WOUWE OLIVIER	401	0
35840	COPPENS BART	401	0
35904	KNOCKAERT JURGEN	401	0
35955	DEPREITERE ROGIER	401	0
36030	DE BAETS RUBEN	401	0
37028	DE MEYER MARIE CHRISTINE	401	0
43001	PETROV VIKTOR	401	0
43052	LATEUR SIMON	401	0
43109	DUVEKOT PIFFIN	401	0
43150	BEHIELS ELKE	401	0
43281	BEHIELS HEIDI	401	0
43290	VAN HOECKE VINCENT	401	0
43541	WATERSCHOOT GERT JAN	401	0
44245	HUYS HENDRIK	401	0
44873	PENNINCK MARC	401	0
47546	SCHUTYSER SIMON	401	0
48887	STINDERS POL JACOB	401	0
55182	VERLEYE FREDERIK	401	0
4979	DE GREEF JEAN-PIERRE	401	0
5070	HAAZE JELMEN	401	0
4855	HAMERLYNCK AARON	401	0
5002	BEURMS SAMUEL	401	0
5274	BOSSAERT DAVY	401	0
5363	VANTHOURNHOUT TOBIAS	401	0
5436	VAN NIEUWENBERGH STEVEN	401	0
5606	DE GEEST PAUL	401	0
5738	DE ROOSE BAVO	401	0
5754	VERRUE CHRISTOPHE	401	0
5843	SIMOENS RUBEN	401	0
5860	MORTIER KJELL	401	0
5908	BILLIAERT BRUNO	401	0
14923	VANDOORNE JAQUES	401	0
3654	VANPARYS DAVID	402	0
13579	DE CLIPPEL PATRICK	402	0
28151	PEEK MARCEL	402	0
30341	VAN AKEN RITA	402	0
48089	MAES FREDERIK	402	0
64645	KASIMDJHANOV RUSTAN	402	0
5142	WUNNINK MICHAEL	402	0
5193	NEYT EDDY	402	0
5266	VAN DE WALLE DANNY	402	0
9407	VAN ECK BEN	408	0
9423	VANDERGHOTE TIM	408	0
9431	VERNIMMEN ELVINE	408	0
9491	CORNELIS PATRICK	408	0
18040	DANEELS ERIC	408	0
20729	CURIO DANIEL	408	0
36161	DE BOUVER MARTIJN	408	0
36242	MAS NILS	408	0
36455	RYBOUCHKINA KRISTINA	408	0
43770	VERNIMMEN MATHIEU	408	0
43800	DANNEELS DAVID	408	0
2470	KAES MICHAEL	408	0
2496	VAN WITTENBERGHE BRAM	408	0
6777	JANSSENS THOMAS	408	0
5975	KOSORUKOV MICHAIL	408	0
14991	RAPPE EGON	408	0
15156	RAPPE GENIA	408	0
15181	VAN ECK KOEN	408	0
3719	VAN HESE PETER	410	0
3816	MAES ROGIER	410	0
9351	NEVE KEVIN	410	0
14320	BLOMMAERT LIEVEN	410	0
18201	DE BELIE WIM	410	0
22683	ANG FREDERIC	410	0
27251	MATTHEESSENS YANNICK	410	0
30414	VAN BRANDE ERIC	410	0
30473	VAN BRANDE NICOLAAS	410	0
30597	VAN DEN BOSSCHE MATHIAS	410	0
31844	VAN SPRUNDEL ILJA	410	0
32450	PEETERS THOMAS	410	0
32506	LOTOTCHI LEON	410	0
32514	VERSCHELDEN PIETER JAN	410	0
36471	AERTS PIETER	410	0
36510	VAN CAUTER JESSIE	410	0
36587	VOSSAERT MIEKE	410	0
36676	VOSSAERT VEERLE	410	0
36706	HEIRBAUT GEERT	410	0
36773	VAN GANSEN KRISTOF	410	0
36846	SERVRANCKX DIETER	410	0
36901	DEBUNNE JENS	410	0
36943	HEYRMAN MAARTEN	410	0
42196	VANREMOORTEL FRANCIS	410	0
5371	LUTZ DIRK	410	0
5428	HEYNINCK VINCENT	410	0
6009	VAN GOETHEM JELL	410	0
6114	KOOF KOEN	410	0
6289	BLOMME HANS	410	0
6319	GYSEL FREDERIC	410	0
6475	VAN DE VELDE DIEDERIK	410	0
19054	LEROY PETER	417	0
22942	DE BRUCKER KRIS	417	0
45195	DE BLOCK ERIK	417	0
51713	DAELMAN RENE	417	0
9300	FRANCEUS WARD	418	0
16373	DE MOYER WOUTER	418	0
16608	DOERAENE STIJN	418	0
18325	PAELEMAN JEROEN	418	0
18431	DE SMET BRECHT	418	0
18449	DE SMET LENNERT	418	0
18651	VAN WAYENBERGE ISMAEL	418	0
21768	VAN NIEUWENHOVE STIJN	418	0
21784	VAN NIEUWENHOVE DAAN	418	0
33596	VAN DER GUCHT TOM	418	0
36951	PONNET GEERARD	418	0
39098	DE MOYER GRIET	418	0
39446	GODITIABOIS JORIS	418	0
43559	SPITAELS BART	418	0
43796	HELDENBERGHE KOEN	418	0
43842	HELDENBERGHE PETER	418	0
17698	WILLEMS ROBIN	418	0
17701	DEROECK JARNO	418	0
17817	DE TRUE TOON	418	0
17833	DE BUCK MIGUEL	418	0
15679	SALIGO PIETER	418	0
15717	LON THOMAS	418	0
15814	VLASSENBROECK LENNERT	418	0
16039	DE COCK ANKE	418	0
16110	DOERAENE ROBIN	418	0
16225	VERMEREN JENS	418	0
16233	COLLIER JENSEN	418	0
10545	MADDALENA SAM	422	0
15741	VAN WIJNSBERGE ROMAN	422	0
15792	CLAEYS PIETER	422	0
22098	AUDENAERT JOACHIM	422	0
22951	DE MEYER THOMAS	422	0
23086	LIJBAERT BRA	422	0
23272	STEYAERT TO	422	0
24678	GALLE VEERLE	422	0
24775	GALLE DAPHNE	422	0
29475	VIAENE FRANKY	422	0
32646	VERZEE KRISTOF	422	0
35947	CAMERLINCK BERT	422	0
36200	VAN DE WOESTYNE ULRICH	422	0
36269	VAN DE WOESTYNE MACHTELD	422	0
36412	VAN DEN BERGHE DAVY	422	0
36480	DE BACKER MICHEL	422	0
36935	CAMERLINCK JAN	422	0
37486	SCHELSTRAETE BJORN	422	0
42714	GALLE MICHEL	422	0
43931	GALLE KRISTIEN	422	0
6840	HAEGEMAN DAVY	422	0
7072	BUNDERVOET DAAN	422	0
7129	D'HONDT PETER	422	0
7161	VAN DER LINDEN DAVY	422	0
24228	VAN LANGENHOVEN THOMAS	425	0
29645	MERTENS MICHEL	425	0
29742	BOGAERT YANNICK	425	0
33049	VAN HOVE MICHAEL	425	0
33154	VAN GEERTRUYEN TIM	425	0
53821	HEYNDERICKX PHILIPPE	425	0
55174	VERHOFSTADT LEANDER	425	0
5291	BEMELMANS INGRID	425	0
16179	DE CLERCQ FLORIAN	430	0
20192	COURTHEYN THOMAS	430	0
20915	LAUWERIER FLORIS	430	0
21237	MARTENS JAN	430	0
21687	SCHAECK AN	430	0
29378	STANDAERT JONAS	430	0
29394	VERMIESCH GLENN	430	0
29416	VANDERIVIERE RUBEN	430	0
29858	VANDEWALLE STEPHANIE	430	0
29874	VAN STEENKISTE DIMITRY	430	0
29947	DE MUYNCK BAZIEL	430	0
30325	REDELE JAN	430	0
41726	DE MUYNCK MICHIEL	430	0
42137	D'HAESE MICHAEL	430	0
44181	COURTHEYN MATTHIAS	430	0
44351	DE ROO BIRGIT	430	0
44521	PHILIPS IDA	430	0
44539	PHILIPS IVO	430	0
44547	BILLIET BRAM	430	0
45799	MOENS THOMAS	430	0
7307	VAN BOECHAUTE GILLES	430	0
7315	VAN DEN ABBEELE WAUT	430	0
7366	LAMEIRE HENDRIK	430	0
7633	VAN DER MEEREN JEROEN	430	0
7749	DE BRUYNE KAMIEL	430	0
13251	MATTHYS JOHAN	432	0
13366	VAN DEN BREMT DAVY	432	0
28266	DE MOL DANIEL	432	0
37001	MICHIELS AN	432	0
37818	D'HAESE WILLEM	432	0
40215	VAN ALBOOM LENNERT	432	0
54241	VAN DEN BOSSCHE MARNIC	432	0
54551	TURNAUER WILLY	432	0
54631	HOFFELINCK ADELINE	432	0
17582	VAN DE VELDE LUC	434	0
40991	KELLENS BERT	434	0
41467	PROVOST HELMUT	434	0
20397	DE SMEDT BERT	436	0
29751	BOUSSE BERT	436	0
29815	VAN DEN EYNDE DENIS	436	0
33219	GERITS HERLIND	436	0
37010	OOSTERLICK FREDDY	436	0
51373	VAN KERCKHOVE BERT	436	0
51772	DE SMEDT BERT	436	0
52175	DE SMIT JAN	436	0
52183	FIERS DANNY	436	0
54721	KEPPENS JEROEN	436	0
59081	DE BOCK PIETER-JAN	436	0
9164	DE WAELE TOM	438	0
21563	ADAM JORGEN	438	0
30104	VANDERELST GINO	438	0
32247	BROSTEAUX CLAUDINE	438	0
32697	VAN CROMBRUGGHE CARLOS	438	0
45471	EMBO FRANK	438	0
46272	PEIRENS KOEN	438	0
54003	VERDEE TINE	438	0
7757	DE PLUS TOM	438	0
7773	DE BRAUWER JEAN-PAUL	438	0
7811	DE CNIJF PATRICK	438	0
7935	CLAEYS RUDI	438	0
7943	VYNCK STEIN	438	0
19437	ROGGEMAN HANS	442	0
38784	CHYS PIETER	442	0
15423	CALLEBAUT HANS	460	0
34975	VAN EECKHOUT HANS	460	0
37753	VERROKEN DAVID	460	0
40568	WILLEN BENNY	460	0
41271	DEMORTIER SEBASTIEN	460	0
41823	DE STEUR KRISTOF	460	0
8338	ENGELKES BERT	462	0
9008	VAN CAMP PAUL	462	0
9032	VANDEPONTSEELE NATACHA	462	0
16535	DE VUYST SAM	462	0
17663	VAN DIJCKE MARNIC	462	0
18406	PODEVIJN ANNE	462	0
19062	CHOMBAR MARC	462	0
19542	DE WILDE STEVEN	462	0
25780	VAN TRAPPEN BJORN	462	0
25968	DE VUYST ROBBE	462	0
37036	NECKEBROEK LENNERT	462	0
37052	DE BRUYNE JEROEN	462	0
41149	PODEVIJN NICO	462	0
41165	VAN DRIESSCHE STEIN	462	0
43974	HOFMAN PIETER	462	0
45527	FOUCART BERNARD	462	0
3077	VAN CROMBRUGGE MAXIME	462	0
6335	VAN STEENBERGE CHIARA	462	0
6343	SAELENS MARTIJN	462	0
6394	SCHAERLAECKEN NICOLAS	462	0
6432	RASSCHAERT XAVIER	462	0
6467	VAN POUCKE SIMON	462	0
6521	VAN DEN BERGHE MARC	462	0
6556	MEIRLAEN ROELAND	462	0
6599	DE WILDE PIETER	462	0
6611	PLASQUI STIJN	462	0
6637	VAN DER PUTTEN KRISTOF	462	0
5509	RINGOOT KEVIN	462	0
5541	MEURRENS JELLE	462	0
5592	STRICKX MATTHIAS	462	0
5631	DE CLERCQ JASMIJN	462	0
5657	LIEVENS SIGRID	462	0
5665	EECKHOUT TOM	462	0
5681	SCHALLEY ROBIN	462	0
5711	VAN PETEGEM JOLIEN	462	0
5746	LAIRE CARL	462	0
5762	MAES BASTIAAN	462	0
5771	VAN DEN DOOREN MICK	462	0
5886	VAN MOORTER NINA	462	0
5916	MICHIELS LORENZO	462	0
5959	STEVENS JEROEN	462	0
5967	VAN DIJCKE STIJN	462	0
6017	DEGRYSE BASTIAAN	462	0
6025	DEWULF MATTHIAS	462	0
6033	ADRIAENS ELISABETH	462	0
6092	QUAGEBEUR ROBIN	462	0
6106	VAN DEN BERGHE SIMON	462	0
6149	VAN PUYVELDE SARA	462	0
6165	DE CLIPPELE HELENE	462	0
6246	VAN PUYVELDE STIJN	462	0
6262	NAESSENS WOUTER	462	0
6297	BAEKELANDT TOM	462	0
6327	SERGANT RUBEN	462	0
7111	BAETENS JENS	462	0
6785	DE PRAETERE KAREN	462	0
6793	VAN DE PERRE LAURENS	462	0
6815	VAN DE PERRE STEFANIE	462	0
6823	KOCH DANIEL	462	0
6866	BAGUE BERT	462	0
6874	TEMMERMAN TOM	462	0
6912	VAN VRECHEM MARGOT	462	0
6939	KOCH ALEXANDRA	462	0
8206	BAGUE JAN	462	0
8486	VANAS ETIENNE	464	0
14711	ZATYKO BJORN	464	0
30929	LETEN NICOLAAS	464	0
49646	ROELS DAVY	464	0
49824	MAY MICHAEL	464	0
6963	DE SCHEEMAEKER ELLEN	465	0
43583	WILLEMS GETAJAN	465	0
43826	WILLEMS RUBEN	465	0
5444	WILLEMS TOM	465	0
7501	VERGAUWEN DAVID	471	0
15920	BRAECKMAN FREDERIK	471	0
26964	MAES SVEN	471	0
37214	ACKE JEAN-PIERRE	471	0
44571	AUDENAERT EVELINE	471	0
47511	NAUDTS RUDY	471	0
51071	MAAS JOOP	471	0
51098	DE WOLFF WIM	471	0
51179	DE VLIEGHER OLIVIER	471	0
5321	SINKE WIM	471	0
13277	BRACKE TIM	472	0
13293	COPPENS NELE	472	0
13498	DE BAERDEMAEKER RUBEN	472	0
13935	ROMBAUT BART	472	0
14052	THIEREN LUC	472	0
14435	WOSTYN JAN	472	0
14559	BESSEMS BERT	472	0
18317	DE SMEDT ELINE	472	0
28835	ENGELBRECHT MICHIEL	472	0
31615	VAN DE WOESTYNE DENIS	472	0
31887	DE RYCKE INGE	472	0
32654	RAES PETER	472	0
35220	CASTERS MATT	472	0
37257	VERCAUTEREN SIMON	472	0
37338	JACOBS LEANDER	472	0
37371	JACOBS CARL	472	0
37451	DE SUTTER STIJN	472	0
37478	BOLLAERT DANNY	472	0
41254	BOCKSTAELE WIM	472	0
41262	PATTYN STEVEN	472	0
48925	VANHOVE ALAIN	472	0
5339	MORTELMANS WIM	472	0
8249	DE SMEDT MATHIEU	472	0
10758	NEIRINCK HUBERT	473	0
13226	TERMOTE RAYMOND	473	0
31976	BEARELLE BRUNO	473	0
41017	GOETHALS RALPH	474	0
4081	DUPREZ PATRICIA	475	0
4111	CRAEYMEERSCH MATHIAS	475	0
8818	ZUTTERMAN TOON	475	0
8826	ZUTTERMAN LOUIS	475	0
8842	VERSTRAETE FLOR	475	0
8869	VERSTRAETE DRIES	475	0
8893	VAN HAECKE LAURENS	475	0
8915	VAN DEN EECKHOUT THILDE	475	0
8923	ONGENAERT DEBORAH	475	0
8931	HEYERICK ANTON	475	0
8966	GOETHALS RENS	475	0
8974	VAN DE REVIERE JURGEN	475	0
9202	DE WINTER MIEN	475	0
20371	GAUDISSABOIS JEROEN	475	0
20460	GOETHALS MARJOKE	475	0
23132	VAN DE MOORTEL LUC	475	0
26549	VANNESTE FREDERICK	475	0
26891	LIPS VEERLE	475	0
30601	VAN DEN EECKHOUT THEO	475	0
31356	VAN KERREBROECK STIJN	475	0
31682	SERGEANT JIN-HO	475	0
33537	THORRE LIEVEN	475	0
33791	BOCKAERT KOEN	475	0
33936	BERGEZ LAURENCE	475	0
34924	DE LANNOY RIK	475	0
34983	GEENS BERT	475	0
35009	GOEMAERE PIETER	475	0
35378	LIPS ELLEN	475	0
35696	VANDECASTEELE CHRISTOPHE	475	0
36382	LEMA FLOR	475	0
37541	DE MEYER ALEXANDER	475	0
37605	MEIRLAEN LIES	475	0
37630	VAN DE VEIRE HANNE	475	0
37711	ONGENAERT REBECCA	475	0
37729	BOONE ELIEN	475	0
41572	DE LANNOY BERT	475	0
43681	VAN DE MOORTEL FRAUKE	475	0
44130	HOUPE FREDERIK	475	0
44342	GOETEYN MICHAEL	475	0
44377	DE VIS BOUKE	475	0
44440	DE MEYER HENDRIK	475	0
44865	DE CROP KATRIJN	475	0
45519	VAN RIE JACQUES	475	0
50377	VAN DE VEIRE KOBE	475	0
51039	VAN DEYNZE STIJN	475	0
52434	DE CLOEDT ANNELEEN	475	0
52558	DE VIS ATZE	475	0
52825	BERGEZ GILLES	475	0
52884	BOCKAERT KATRIEN	475	0
54496	DE CLOEDT ANNELIES	475	0
56243	LEENHOUTS VEERLE	475	0
56278	BOONE FREDERIK	475	0
8443	VERSTRAETE THIJS	475	0
8478	VERSTRAETE LAURENS	475	0
8702	VERSTRAETE LENNERT	475	0
8729	ALLEMAN ARNO	475	0
8753	ROEYGENS LODEWIJK	475	0
8851	VAN KERREBROECK TIM	475	0
8982	MUYS JASPER	475	0
9016	EGGERMONT ARNAULT	475	0
9369	EGGERMONT THIBAULT	475	0
9377	AELVOET MAARTEN	475	0
9440	DE WINTER PEPIJN	475	0
9601	VAN HOEVE AB	475	0
38059	DE BOITSELIER FRANCIS	476	0
9610	BOEHRINGER DIMITRI	476	0
8770	RENOULT KATINKA	477	0
38041	BEERT AIME	477	0
38148	DE CLOET JANIS	477	0
38423	VAN HERREWEGHE OSKAR	477	0
39136	COPPENS BERNHARD	477	0
39411	SNOECK FELINE	477	0
39659	TAVENIER DIETER	477	0
39713	DEMYTTENAERE JEROEN	477	0
39985	VANDERSTEENE HANNES	477	0
40134	RAAT WILLEM	477	0
40282	LAMMENS JASPER	477	0
40339	VERHEYEN CHRISTIAAN	477	0
40398	DE COSTER TIMOTHY	477	0
40410	DE COSTER MATHIAS	477	0
40444	DE PUE SOFIE	477	0
41157	DE PUE JAN	477	0
41521	FRANSEN JASPER	477	0
41971	RABAEY JEROEN	477	0
42251	HULPIA FABIAN	477	0
42552	CAMMAERT TIMOTHY	477	0
42595	STEENBRUGGE XANDER	477	0
42609	HONGENAERT SIMON	477	0
42897	VERHELST GREGORY	477	0
43621	D'HOOGHE THOMAS	477	0
43851	BOSSCHEM TESSA	477	0
2577	D'COSTA LORIN	477	0
2593	JANSSEN SANDER	477	0
9628	BOGAERT JEROEN	477	0
9661	TEMMERMN SEBASTIEN	477	0
9768	ALLARD DIMITRI	477	0
9792	COPPENS CELIEN	477	0
9903	DE BAETS LEANDER	477	0
10022	DE BOSSCHER GUILLAUME	477	0
10103	DE CLOET NINA	477	0
10278	DE FLEURQUIN RENAAT	477	0
10308	DE MULDER CHAIM	477	0
10341	DE SCHEPPER MATTIAS	477	0
10359	DE WULF JONAS	477	0
10481	D'HONDT MATTIJS	477	0
10511	DEVREESE SARAH	477	0
10529	ESSEL FREDERIK	477	0
10677	GEYSEN WOUTER	477	0
10740	GOOSSENS ZEFF	477	0
10766	HAESAERTS NOEMIE	477	0
10871	LAMPENS AMBER	477	0
11045	MEUL VINCENT	477	0
11088	PIEN GERT	477	0
11142	RAAT MICHIEL	477	0
11321	SCHOENMAEKERS LIN	477	0
11363	SNOECK MICHAEL	477	0
11509	STEENBRUGGE EGON	477	0
11584	TAILDEMAN NIELS	477	0
11614	VANASSCHE STEFAN	477	0
11665	VANDE MOORTEL TOM	477	0
11703	VAN DEN BORRE PIRMIN	477	0
11711	VANDEN BOSSCHE NICOLAS	477	0
11819	VANMEENEN OCEANIE	477	0
11827	VANPETEGHEM BRUNO	477	0
11967	VERCOUTER JEROEN	477	0
55891	KHOUNCHI AHMED	501	0
59536	LORENT XAVIER	501	0
59587	SOUDOURAKIS CARALAMBOS	501	0
60739	SIMON ANDRE	501	0
61824	JACQUEMYN DAVID	501	0
62499	REICHTING C	501	0
69388	PECCEU ANTOINE	501	0
71145	VAN NUFFEL QUENTIN	501	0
72516	VALCKE DAVID	501	0
72524	BIZET JEAN CLAUDE	501	0
72605	ANSALONE JOSEPH	501	0
72613	GEORGE GREGORY	501	0
72648	VETS OLIVIER	501	0
73148	ALEXIUS JURGEN	501	0
75094	GUESSE STEPHANE	501	0
76261	GREGOIRE THIERRY	501	0
77844	JACOB THIERRY	501	0
79553	GROETEMBRIL JEAN	501	0
79758	ZANCHETTA NICOLAS	501	0
82325	BLAIRON UGO	501	0
82414	MALOTEAU PIERRE	501	0
82473	LUCAS ALAIN	501	0
86240	PECCEU MARIE	501	0
90450	MALOTEAU SOPHIE	501	0
90760	WALEM HUGUES	501	0
92339	PIETTE LAURENT	501	0
92461	KHOUNCHI ISMA¤L	501	0
92908	DEBECQ XAVIER	501	0
95257	DOUMONT BENOIT	501	0
95273	DUPREZ RUDY	501	0
95834	DE MATTEIS GENNARO	501	0
64301	NARDONE RODRIGUE	501	0
65081	WINDELS STEPHANE	501	0
63631	PAUWELS ALEXANDRE	501	0
70891	GILLARD JONATHAN	501	0
77984	MERMILLIOD SEBASTIEN	501	0
78212	NYAKATOLO DOMINIQUE	501	0
78255	ROLAND SIMON	501	0
79979	LOUBRIS NUMA	501	0
56979	LAURENT CEDRIC	506	0
57169	DELCOURTE STEVE	506	0
61964	HAMIDA OUAHID	506	0
64998	DURIEUX SERGE	506	0
65552	VAN PENNE ARTHUR	506	0
65617	SCHOLLAERT CATHERINE	506	0
65633	GOSSIAUX EMMANUEL	506	0
65676	TULLIEZ ERIC	506	0
65684	GAVAMI SEYED	506	0
65838	CASALENA STEPHANE	506	0
68314	VENDITTI FREDERIC	506	0
68489	DEBELLE DOMINIQUE	506	0
68519	DESCAMPS DAMIEN	506	0
68829	RINALDI SEBASTIANO	506	0
72001	JOURET OLIVIER	506	0
74756	ADANT ARMAND	506	0
75973	ROLET JOHAN	506	0
76015	FAGNIART VINCENT	506	0
78930	NISOLLE GERALDINE	506	0
81485	ALSTON DAVID	506	0
83381	HECQ RENAUD	506	0
85766	DEBROUWER THOMAS	506	0
87122	KIEFFER CHRISTIAN	506	0
90948	COLLYNS CHRISTIAN	506	0
93289	GORET ETIENNE	506	0
93424	REBIAI LOUARDI	506	0
93483	ROCTEUR JEAN-LUC	506	0
93513	CIMINI FERNANDO	506	0
93734	ROBERT DIDIER	506	0
94544	PAOLINI ITALO	506	0
95079	LETE NICOLAS	506	0
67351	VARHOLIC Michal	506	0
73849	AMERYCKS BERNARD	506	0
76121	D'ANTONIO PATRICK	506	0
76139	DE GENNARO FRANCOIS	506	0
76171	DUPUIS EMMANUEL	506	0
73261	LEMOINE MARIUS	511	0
75434	AKHEDDIOU YASMINE	511	0
57957	PEGORETTI Franco	511	0
71641	PAPELEUX FREDERIC	511	0
76571	VERSWEYVELD SEBASTIEN	511	0
57649	PONTANOS BENOIT-JACQUES	514	0
57657	LA ROCCA DAVID	514	0
57746	SCIVOLETTO GIOVANNI	514	0
59552	VOLPE AURORE	514	0
59838	CARLAIRE NICOLAS	514	0
59862	DEVILERS QUENTIN	514	0
61182	VAN HAVERBEKE FELIX	514	0
61832	POZZO JEAN-PHILIPPE	514	0
62006	VAN HECKE GERALD	514	0
66141	BORREMANS QUENTIN	514	0
66541	GORETTI TANGUY	514	0
71510	MOUFLIH SOUMYA	514	0
72010	ROOMAN JENNYFER	514	0
72869	HISMANS LINDSAY	514	0
75051	DI PRINZIO JULIEN	514	0
75060	DURIEUX ANGELIQUE	514	0
75221	MOREL CHRISTOPHE	514	0
75302	PORREWECK STEVEN	514	0
75388	VERMASSE JEROME	514	0
75396	DEPAMELAERE JULIEN	514	0
75469	VOLPE ROSY	514	0
78409	VILLAIN JULIEN	514	0
79103	DEMAN OLIVIER	514	0
82082	MONTAGNE VINCENT	514	0
83020	COLLARO DANY	514	0
83101	FOLADORI JULIE	514	0
83186	GALLOT LUC	514	0
