MATRI	NOM_PRENOM	CLUB	ELO_CALCUL
58700	STUYTS JOS	465	1858
44768	LAGRAIN PIETER	708	1858
19194	BUYSSCHAERT ROGER	239	1857
24007	DE BRUYCKER HERMAN	401	1857
68101	BOROSIAN ARTHUR	622	1857
26921	WUYTENS LUC	714	1857
19933	DUSART PHILIPPE	951	1857
34151	VERHASSELT KRIS	261	1856
48071	MOTMANS STEVEN	724	1856
37249	BOSSCHAERTS PATRICK	134	1855
20664	VANHAVERBEKE JOHAN	266	1855
15989	GOUBERT KOENRAAD	425	1855
1678	PERTRY JULIEN	442	1855
44989	BAUDTS BERNARD	475	1855
68284	BAIJOT ERIC	506	1855
55689	CARLENS BRUNO	733	1855
77178	BAUTHIER FABRICE	953	1855
28550	IVENS CARL	128	1854
523	DONY RICHARD	209	1854
8834	DE LANNOY CHRISTIAAN	401	1854
11240	MARTENS GEERT	422	1854
29467	BUNKENS RUDI	724	1854
17604	VANLERBERGHE EDDY	121	1853
33090	DEVIS WIM	128	1853
38334	GEUKENS IVO	176	1853
25461	VERLEDENS EDDY	305	1853
56782	DE MOYER KAREL	418	1853
36579	VEREEKEN FRANKY	425	1853
21351	VAN HOUTTE JOHAN	432	1853
79278	CRAHAY STEPHANE	601	1853
17736	WENGER JACQUES	109	1852
43397	DE GRAEVE PATRICK	124	1852
33413	BAELEN KRISTOF	130	1852
15091	REYNAERT IGOR	301	1852
91201	MANNE JEAN-LUC	501	1852
89681	SAMRAY THOMAS	533	1852
94081	SPROTEN MARTINA	607	1852
22721	GEBOERS JIMMY	708	1852
13072	HEYLEN IVO	714	1852
7331	PAX WALTER	130	1851
39233	LAMBRECHTS HUGO	132	1851
81183	LEROY YVES	244	1851
12432	DIERCKX GUNTHER	266	1851
13650	DE PAUW FREDDY	422	1851
15687	WERTZ HEINRICH	604	1851
66907	MERGELSBERG PETER	622	1851
32352	VAN HOOF JAN	701	1851
13382	GYSEN CIES	101	1850
24881	STEENHOUDT GUIDO	203	1850
67717	BAETEN OLIVIER	229	1850
51292	DE WAEGENEER ERWIN	301	1850
30988	DEBROUWERE JOHAN	340	1850
16632	THYS HUBERT	402	1850
17043	DE BACKERE PIETER-JAN	465	1850
61280	COUVREUR GAETAN	506	1850
4987	VAN AERSCHOT WALTER	123	1849
9199	LAPORTE POL	123	1849
36871	SEGERS DANNY	123	1849
17060	COLDERS FRANS	402	1849
92916	LELOUTRE BERNARD	518	1849
34606	KLEWAIS PAUL	712	1849
68543	LEMAITRE DIDIER	953	1849
68713	HAEGEMAN MARC	109	1848
28215	VALCKX ROB	135	1848
23281	VERBRUGGEN JEAN	166	1848
73351	DELERS ALAIN	201	1848
46418	TAVENIER PHILIPPE	351	1848
38873	BUYSSE PIETER	422	1848
70742	OOGHE JEAN-MARIE	518	1848
89923	PENOIT MARTIAL	621	1848
56090	DE POTTER JEAN-PAUL	253	1847
48194	DE CONINCK CHRIS	261	1847
5878	LIBEERT JOSEPH	304	1847
54372	PRIEELS JAN HEIN	430	1847
67121	ROBERT GUY	616	1847
95222	CRONIER LESLIE	807	1847
46388	VAN DAELE RAYMOND	132	1846
21466	VERACHTERT JOHAN	135	1846
57835	NAUMANN THOMAS	229	1846
14290	MELLENS MARTIN	243	1846
24546	DESMEDT CARL	340	1846
16501	VAN BUGGENHOUT RONY	410	1846
43214	SEGERS JAN	705	1846
17906	KEMELE WILLY	244	1845
98426	SISTENICH JOSEF	604	1845
97861	WELZ RAYMOND	607	1845
49182	VAN AERSCHOT WALTER	123	1844
27278	DUCHESNE MARC	166	1844
62073	KOSATKA EDWARD	432	1844
3689	BERTA JOS	701	1844
30767	VANDENDIJK ERIK	705	1844
3301	SCHEPKENS ALBERT	708	1844
31330	OP DE BEECK LODE	708	1844
56057	WIJGERS TOON	123	1843
58378	DE GUCHTENAERE FREDDY	243	1843
65251	GERARD FRANCOIS	514	1843
99856	VOGEL RALF	607	1843
38792	LUYSMANS KRISTOF	705	1843
4871	VLEUGELS GEERT	114	1842
23329	HANSSEN PAUL	132	1842
14656	CATTOIR HARRY	401	1842
42889	WATTE JAN	401	1842
11151	VAN DEN BOSSCHE GUNTER	417	1842
62782	SERRURE GREGORY	523	1842
56766	DEMONCEAU GEORGES	607	1842
38865	TEPPERS JO	705	1842
18082	GESQUIERE JOZEF	713	1842
35882	WARLET JEAN PHILIPPE	953	1842
6831	PLEES ALFONS	118	1841
7471	BENOY JACOBUS	130	1841
38296	VISSERS JAN	130	1841
93025	FERDAOUI SAA'D	209	1841
77445	VAN HELDER DIRK	228	1841
10561	VAN AKEN KOEN	260	1841
15326	DECOMMER DICK	362	1841
42803	ARELLANO RENATO	401	1841
58424	JACKSON ANDY	108	1840
11037	SCHNIEDERS RIK	114	1840
40355	BOURGEOIS WILLY	134	1840
62405	HOXHAI GAZMEND	201	1840
54224	MASSART MARC	239	1840
63886	JI SANG HO	244	1840
8061	LEROY HENNIE	430	1840
84590	GUEDIRA SAID	506	1840
97080	VAN CANGH ERIC	953	1840
56341	VAN AELST BOB	136	1839
1872	VANHOOF MARC	162	1839
75671	PEETERS SIMONNE	201	1839
81132	SHMILEVITCH ERNEST	229	1839
25852	VAN HOORICK JAN	260	1839
38920	KERHOFS RICHARD	266	1839
80748	DUMONT FREDDY	432	1839
10952	DE CONINCK RIK	465	1839
11720	BEELAERT BENOIT	901	1839
40517	BOONS BERT	128	1838
43508	LUYTEN RUDI	132	1838
42471	DECLERCK FRANK	322	1838
47112	HARTEEL DAVE	322	1838
41963	JANSSENS LUC	358	1838
28657	PROVOOST COR	471	1838
64238	DELVAUX MARC	209	1837
78697	FREDERIKSEN JENS	229	1837
45063	TRUWANT PIETER	305	1837
43125	LANNOY ROGER	309	1837
34568	DEPECKER DANNY	357	1837
31135	DEROO PATRICK	361	1837
52680	DROESBEKE PATRICK	471	1837
68012	WERY BENOIT	506	1837
96849	KLEIN JEAN-LUC	631	1837
40428	RENDERS GUSTAAF	318	1836
13099	POLLIER DIRK	334	1836
30872	PIJKELS RENE	705	1836
55468	MEIJFROIDT BART	322	1835
396	DEBUSSCHERE HELMUTH	601	1835
7421	VAN MEIRVENNE JOZEF	128	1834
11011	VERWIMP GUY	135	1834
12114	VAN VLAENDEREN PETER	351	1834
45667	VERSAVEL FRANCK	360	1834
20711	GEBOERS EDDY	708	1834
28185	KOEFOED PETER	101	1833
95826	RAMPELBERGH WILFRID	229	1833
7609	DEBLIECK CHRIS	303	1833
56260	VEREECKE GRIET	362	1833
32379	DANEELS BART	472	1833
30082	KUNST ROBERT	130	1832
28410	VERSTRAELEN JOHAN	132	1832
51128	HEYLEN LEO	182	1832
9954	LOT DIEDERIK	228	1832
76325	PLETINCKX EDDY	228	1832
61051	WERBROUCK MICHAEL	244	1832
66389	VANACKERE JAN	260	1832
21423	VERBEKE AUGUST	410	1832
35360	VAN POUCKE PIET	430	1832
9865	VANSPEYBROECK PETER	438	1832
82198	TORDOIR CHRISTOPHE	601	1832
12581	VAN VAEK CONSTANT	114	1831
26816	VAN DUUREN LOUIS	228	1831
41602	VERMEYLEN RUDY	243	1831
16799	MAES HENDRIK	402	1831
24091	TETI FRANCO	727	1831
50539	FLEERACKERS WILLY	101	1830
36820	DECKERS DANNY	121	1830
45276	TYTGAT KAREL	301	1830
26671	MAHIEU GWIJDE	362	1830
11886	VERCRUYSSE VINCENT	401	1830
99554	ZAGOZEN FRANZ	626	1830
39675	BROUWERS THEO	726	1830
60330	SMET DANNY	143	1829
19780	DENEKENS CHRIS	166	1829
86037	MAOLONI PASCAL	229	1829
53392	MIETZ MANFRED	418	1829
44105	VERMEERSCH CHRISTIAAN	430	1829
95559	IANNELLI JEAN	622	1829
44709	LAGRAIN JAN	708	1829
24066	HARDY PIERRE	951	1829
27928	DECEUSTER JEAN-LUC	209	1828
34274	STEENLANDT ALAIN	352	1828
47619	ZOUAGHI SAID	401	1828
99210	SCHROEDER DIETER	624	1828
9687	VERKISSEN EDDY	705	1828
21679	VAN LINDEN TONY	109	1827
50504	VANLOOY NOEL	402	1827
38229	DE NAUW LUC	418	1827
27227	VAN SPEYBROECK PHILIPPE	477	1827
4154	WILL MAURICE-GHISLAIN	951	1827
9342	DE BOUVER GUIDO	260	1826
42919	DE CLERCQ FILIP	401	1826
11461	HAUPTVOGEL ANDREAS	727	1826
75647	MOORS DANIEL	736	1826
12700	CLAESSENS HERMAN	114	1825
33529	FERRIS HERBY	121	1825
12611	VANDEMAELE RIK	302	1825
40193	ROLLEZ LUC	313	1825
6131	VAN LEEMPUT GUY	402	1825
91456	JANKOWSKI JOHNNY	506	1825
60445	JONCKHEERE PHILIPPE	951	1825
47414	PAESSCHESOONE STEFAN	128	1824
19682	VAN CRAENENBROECK PIERRE	134	1824
55034	RIGOLE PASCAL	305	1824
10197	DEGRYSE LUC	438	1824
1627	GOORMACHTIGH MARCEL	442	1824
54500	WATTE STEFAAN	462	1824
2356	TOTH LASZLO	603	1824
99112	ERNST DANIEL	624	1824
3441	LARUELLE LEANDER	707	1824
11207	DENAYER RAYMOND	109	1823
20788	MARIEN MAARTEN	114	1823
60135	HELMS PIERRE	134	1823
59170	VERWILGHEN STANISLAS	201	1823
29122	VAN DE VELDE KRISTIAAN	472	1823
90883	DE NOOSE DANIEL	542	1823
93122	NOE PHILIPPE	542	1823
64670	SFERRUGGIA ROBERTO	601	1823
89338	GONZALEZ Y TEJEIRO F.	621	1823
27260	VAN HOOF WILFRIED	166	1822
27375	HONTELE FRANK	167	1822
64726	BALSLEV UFFE	229	1822
94676	VERTENTEN EDUARD	362	1822
19135	FLAMEE DIRK	418	1822
4707	VAN DRIESSCHE FILIEP	462	1822
96032	DEBAY MICHEL	621	1822
3328	HERMANS GUY	714	1822
28321	VAN TILBURGH JITTE	109	1821
82911	SYBRING HENK	229	1821
22853	LEGEIN YOURI	322	1821
23434	VERBRUGGEN SAMUEL	430	1821
78301	DUBUISSON RAYMOND	501	1821
71552	SERET HENRI	124	1820
4944	PAPPAERT WIM	269	1820
16772	BLONDEEL BART	312	1820
26280	VANDENDRIESSCHE GUNTHER	460	1820
59722	CULOT CEDRIC	613	1820
55085	KHMELEVSKI IGOR	901	1820
48062	MOERNAUT FRANCIS	143	1819
38121	MIX OTTO	174	1819
88668	ARBALESTRIE PIERRE	209	1819
23388	BRAET DANNY	307	1819
65234	SANCHEZ FERRIZ M.A.	226	1818
86045	HERPIGNY YVES	239	1818
14338	DENAEGHEL JULIEN	314	1818
23876	WAGNER HANS	401	1818
49689	BRUYNOOGHE JEAN PIERRE	460	1818
97390	HEEFFER ALBRECHT	472	1818
99562	VAHLEFELD MICHAEL	624	1818
32921	VANBOCXLAER JAN	717	1818
94731	DEWITTE CATHERINE	901	1818
1465	LECOCQ JOEL	952	1818
16284	HAGEMAN PHILIP	132	1817
8036	VAN TITTELBOOM FRANCOIS	417	1817
82805	PEREIRA BORIS	209	1816
68497	RAUTA NICOLAS	272	1816
7617	LIBEERT DIRK	304	1816
69370	ATIENZA HILARIO	501	1815
91936	HEYNEN MARTIN	506	1815
3085	HENDRICKX MARK	724	1815
931	VANKERM HENRI	204	1814
78689	CITTI PIERRE	205	1814
9270	VERSTREKEN ERIK	228	1814
76317	CORNELIS ERIC	228	1814
93017	JANAS SEBASTIEN	501	1814
98931	HUBERTS JOCHEN	625	1814
29769	CAELEN PAUL	717	1814
86657	KORTZORG PHILIPPE	719	1814
56189	THEUWISSEN PIET	726	1814
27014	PROOST PATRICK	109	1813
25992	VAN DEN HOVE ANUGRAH	209	1813
73067	ABELOOS BENOIT	209	1813
6203	DE WAEL KAREL	417	1813
2321	RENIER PIERRE	601	1813
97012	REYSKENS JULES	618	1813
99571	HEIERMANN PETER	624	1813
54739	CLAES LUC	176	1812
65226	VANHEUVERBEKE PAUL	313	1812
32131	DE CONINCK GEORGES	402	1812
54101	TODTS BENNY	410	1812
8079	DE CLERCQ JULIEN	430	1812
52540	BLONDE WARD	471	1812
79073	DORYN ZDENEK	631	1812
18759	KROES TOM	303	1811
46973	VAN OOTEGHEM RUDY	303	1811
26611	VERBEEREN PETER	410	1811
33227	VAN MULDER RONNY	471	1811
36625	TILKIN GUY	701	1811
20796	GEUENS DIRK	114	1810
23213	DE RYCK FABIAN	182	1810
34126	BOSSCHEM MARK	261	1810
89273	BUCHET JOEL	278	1810
16951	DE MEY JAN	402	1810
79685	LAFOSSE JOSE	621	1810
71765	FISSETTE DANIEL	813	1810
4952	VANDERBEKEN GABY	109	1809
40746	VAN SEBROECK BARTEL	114	1809
57070	DE WEERD LUDO	174	1809
31348	MALFLIET BERNARD	228	1809
31763	MOORTGAT DIEDERIK	361	1809
32239	DE DUFFELEER PHILIPPE	726	1809
59358	GYSELAERS ERIC	735	1809
25577	SMET LIEVIN	134	1808
42684	CLAUS ERWIN	402	1808
24741	POECK DIEGO	410	1808
29696	BEIRNAERT GEORGES	475	1808
43711	MATHAR ALFRED	607	1808
14125	BUSSCHOTS JOHAN	123	1807
59153	BAETE JULIEN	134	1807
47295	CHRISTIAENS MARK	475	1807
33723	ROBBE RAYMOND	108	1806
12599	NEVELSTEEN DIRK	109	1806
24414	DECHAMPS MARK	301	1806
93360	FOSTIEZ PASCAL	533	1806
2003	THIJS LEON	708	1806
5797	CRABBE DANNY	243	1805
16578	DELCROIX STEFAAN	309	1805
30791	THIENPONDT HERMAN	320	1805
23949	DERIJCKE JULIEN	402	1805
71587	RAUSCH MARC	811	1805
77950	SCORIELS MICHAEL	901	1805
16365	TONOLI BENJAMIN	260	1804
65803	DEPREZ TARCIS	340	1804
49034	CANNEEL MICHEL	542	1804
72371	VANBOUCHOUT HERMAN	715	1804
90573	LENOIR LAURENT	901	1804
53619	DOOSSCHE CARLO	132	1803
77640	DONDEYNE FRANCIS	266	1803
26760	VERHELLE FRANK	305	1803
16918	DE SIMPELAERE FREDDY	472	1803
65331	MARTIN FABRICE	810	1803
45641	MATHIEU ALFRED	901	1803
43591	THIENPONDT ERWIN	260	1802
39802	VERHEGGE ANDY	359	1802
30015	BEKAERT MAARTEN	401	1802
66800	DESINTE DAVID	518	1802
93335	BAGUET FREDERIC	533	1802
95991	VANDEVOORT CHANTAL	601	1802
75779	BRIFFOZ ERIC	601	1802
66605	MARKOPOULOS VASSILIOS	621	1802
13641	PEETERS MARIO	166	1801
6530	COUPE RUDY	408	1801
14567	DESCAMPS STIJN	465	1801
97365	RUST INGO	627	1801
20095	JANSEN LUC	121	1800
86	AUGUSTIJNEN CHRISTEL	186	1800
42811	DESCHACHT DIMITRY	351	1800
31453	DESMADRYL DIRK	361	1800
8800	THONET GERARD	613	1800
94226	JACOBS BENOIT	903	1800
54968	BOGERS TIM	130	1799
15261	DE SMET KARL	203	1799
64271	BOQUE ALAIN	203	1799
5932	HERNALSTEEN JOHAN	240	1799
26115	TICKET GLENN	322	1799
16195	FEYS BERT	340	1799
64891	DI FELICE LUIGI	619	1799
39845	VAN LAECKE BOB	727	1799
19313	LEMMENS PIERRE	228	1798
15903	DEVISSCHER ALBERT	322	1798
21008	PONNET GUY	417	1798
12122	JOSSE GASTON	505	1798
94153	GENOTTE HANS-WILLY	607	1798
95664	EBNER HERMANN	624	1798
35092	PATTYN LUC	132	1797
42170	BOLCA SINAN	143	1797
3271	ROBEYNS BART	266	1797
1601	DE VELDER MARC	401	1797
20605	DE VLIEGER FILIP	401	1797
6301	VAN HAUWE HENDRIK	418	1797
59919	SPEELMANS THEO	724	1797
75566	BRUNET DAVID	909	1797
79791	DEUTSCH PIERRE	952	1797
21202	MEYNAERTS ERIK	243	1796
13480	CRAPROEN ERIC	402	1796
43991	DE GROOTE PETER	408	1796
87424	DUSART MICHEL	521	1796
69531	VERBESSEM RENE	618	1796
26590	CEUSTERMANS DIRK	707	1796
59897	SCHUURMANS PAUL	726	1796
50938	LUCIFORA NICOLAS	813	1796
38369	GOOSSENS FRANCIS	176	1795
24287	DECHAMPS GUIDO	301	1795
25364	FLOCKMAN THIERRY	334	1795
7625	DE LAENDER JAN	471	1795
56871	CASTELLANA MICHAEL	523	1795
97128	GIAGOULIS DIMITRI	603	1795
68136	HAUER FERDI	641	1795
51152	VERHEYEN NICO	135	1793
37982	BEAZAR KAREL	166	1793
2585	VANDERMEIREN CORNEEL	240	1793
30309	CARON FABRICE	322	1793
12092	VAN KERKHOVE PIET	351	1793
41343	HOORNE JOHN	351	1793
11541	DE BAETS CHRISTOF	438	1793
83330	HUBERT BENOIT	601	1793
94072	SPROTEN RAPHAEL	607	1793
72575	PIETERS HERBERT	616	1793
5525	TEGENBOSCH DIRK	109	1792
62162	NOEL THIERRY	209	1792
83852	CLUDTS PASCAL	241	1792
1511	DEPOUILLE NICK	244	1792
88277	USTOVIC FIKRET	601	1792
94854	CESAR ANDRE	631	1792
18457	MAES JOHNY	726	1792
11754	KOCH MARKUS	727	1792
31194	PEPERMANS GILBERT	101	1791
94391	DEMEYER JEF	152	1791
76155	LOUCHEUR JEAN-PHILIPPE	201	1791
15580	DELAERE KOEN	243	1791
75043	DEVINCKE LUC	401	1791
74748	SZIGETVARI ANDRE	601	1791
47422	ZILLES PAUL	627	1791
54267	LIEKENS RONNY	130	1790
44725	LORNOY ERIC	135	1790
48640	CELIS ALDRIK	263	1790
87076	VAN GYSEL MARC	303	1790
73385	HOUYOUX BERNARD	505	1790
99821	PETERS TOBIAS	624	1790
37061	VAN PRAET JAN	108	1789
1619	MEULENBERGS JEF	174	1789
43818	VOLCKAERT MARC	322	1789
20206	SMET GEERT	425	1789
70114	LOMBART MICHEL	506	1789
60569	VAN CAUWENBERGH PHILIPPE	907	1789
82651	VOLANT PASCAL	952	1789
64718	KLOMP HANS	101	1788
50016	BOELEN MICHEL	244	1788
17809	BOYDENS WIM	362	1788
1881	DRIES JOHAN	182	1787
57738	STUKER HANS-JEROEN	401	1787
83143	TIMMERMANS GEORGES	174	1786
3379	VANDE VELDE ERIC	204	1786
65021	POBUDA DUSAN	209	1786
36897	WINDELS JAN	313	1786
97781	DE BROUWER PHILIPPE	523	1786
65889	VANDERVORST PASCAL	621	1786
2526	VAN GOMPEL HUGO	118	1785
26719	VAN HAUTHEM ERIK	269	1785
75418	ROUSSEAU JEAN-FRANCOIS	506	1785
74926	MINET JULIEN	521	1785
28771	GOYVAERTS JOS	736	1785
52345	DILLEN ALAIN	136	1784
27341	WIJNS DANIEL	166	1784
72281	NIERYNCK WILLY	301	1784
19828	TEMPELAERE KRISTOFF	303	1784
5134	DALSCHAERT DIDIER	305	1784
27057	RUYTHOOREN EMILE	410	1784
59901	LECLERCQ DIDIER	442	1784
14427	ENGLICKY PAVEL	726	1784
14940	PESCHL HANS	732	1784
10189	BAILLIEUX REGINALD	807	1784
89257	DECLERFAYT YVES	278	1783
92711	DEMEIRLEIR ALAIN	901	1783
76970	WERY ERIC	951	1783
84573	BOURGEOIS PIERRE	201	1782
79987	BAECKE MIEKE	209	1782
36021	VAN HOEY ALEX	410	1782
9997	ONGENAERT FRANK	475	1782
40843	COP CAMILLE	109	1781
64751	DELERS RAPHAEL	201	1781
73253	SAN LORENZO NORDINE	209	1781
42676	GERMEYS BART	243	1781
91316	DEGRAAF ARMAND	278	1781
46639	VANHAUWAERT KURT	430	1781
29661	MAES ETIENNE	438	1781
25542	BURNAY JULES	901	1781
40274	CAPPUCCI DONATO	952	1781
23493	TORREELE RENE	132	1780
77623	OSEK SAM	209	1780
65706	VANDE KERCKHOVE JOSE	301	1780
45543	FOSSEZ PATRICK	309	1780
71412	QUIEVY PASCAL	533	1780
65927	SCHARAPOW YVAN	618	1780
35637	CASTILLE XAVIER	101	1779
31992	CELIS DANIEL	130	1779
48461	JACOBS ROGER	175	1779
1767	DOMUS OSWALD	249	1779
55573	WEYERS WIM	410	1779
8401	DHOOGE ACHIEL	432	1779
1279	MEUNIER WILLY	952	1779
51136	JACQUES ROBRECHT	266	1778
15946	LANSSENS KARL	309	1778
31801	ROSSEY STEFAAN	401	1778
32964	D'HAENE PETER	432	1778
7544	VAN MUYLEM TOM	472	1778
84450	MALCORPS JEAN MARIE	601	1778
85685	PAROTTE JACQUES	643	1778
29041	SCHAPMANS TONY	737	1778
57347	LANSSENS JOERIE	128	1777
388	GORTS SVEN	135	1777
71064	DAGONNIER ALAIN	239	1777
55441	DE WINTER STEFAAN	303	1777
29548	ROMAN HUGO	307	1777
23230	QUINTENS HAROLD	340	1777
3701	CLAYSSENS JAN	402	1777
44270	LAMON DANIEL	460	1777
60241	CHARLES FREDDY	601	1777
39870	JOHNEN FRANZ	724	1777
7439	BROUDEHOUX SIMON	128	1776
37109	BOONS DIANA	128	1776
23591	VELTMANS MARCEL	132	1776
39268	VAN AGTMAEL GUNTER	134	1776
18783	WEYN PATRICK	170	1776
57975	JOURDAIN PIERRE	201	1776
30856	BURGER STEFAAN	243	1776
86738	AKALAY ANIS	244	1776
507	COENE MAARTEN	313	1776
14842	VAN LOO PETER	362	1776
74284	COPPIJE ALEX	408	1776
70432	MEREU ANTONIO	521	1776
74144	AUSSEMS HUBERT	603	1776
655	DE BOSSCHER PETER	228	1775
52582	MOENS ANDRE	240	1775
56286	STOOPS LEO	266	1775
17591	MEUTER ALAIN	278	1775
28096	DEVOLDER HERWIG	313	1775
34916	DEMETS LIEVEN	314	1775
22845	VERSCHELDE WERNER	460	1775
98752	ZIMMERMANN CHRISTIAN	607	1775
61697	DE GEYTER ARNAUD	616	1775
48143	CLEUREN CORNELIS	725	1775
85146	VANBERGEN JACQUES	311	1774
51	DE WOLF BERNARD	417	1774
38911	BUYSSE JAKOB	422	1774
33499	VONCK YVAN	464	1774
16080	INGOLF JOHANN	703	1774
39691	PENDERS GUIDO	703	1774
8087	IBISHI FEHAT	733	1774
27693	VANDER CRUYSSEN PIET	166	1773
27243	GEUKENS STAF	182	1773
66401	DEMEYER PATRICE	201	1773
35025	NEELS IRIS	303	1773
31780	SCHELDEMAN MARC	361	1773
16551	VAN HAELTER WALTER	402	1773
32999	DE MOYER TIJL	418	1773
12459	DEVOS WILLY	114	1772
24252	VAN DER LINDEN JOZEF	121	1772
84034	ANDERSSON STIG	201	1772
81507	CANDANEDO SALVADOR	240	1772
24171	VAN DER STRAETEN LIEVEN	410	1772
69078	LEZY AMAURY	521	1772
2909	BERBEN JAAK	705	1772
53996	RAUB HERMANN	724	1772
17515	SAENEN RENE	203	1771
3751	RAQUET BERNARD	209	1771
21903	SEGAERT MARC	309	1771
33715	BALLIERE ARNE	320	1771
20885	PAULUS WERNER	624	1771
86983	VERBEEK MARK	714	1771
65994	DAMMEKENS BLAISE	810	1771
11339	LEYSSEN GUIDO	124	1770
68152	CADOR MICHEL	201	1770
75141	GERRESCH PAUL	229	1770
43435	DE BRUYCKER RENE	401	1770
11371	JORISSEN PIET	724	1770
28177	VAN DE PUTTE ANDY	422	1769
82236	MONDELE MATHIEU	951	1769
68756	VAN DE VELDE FRANCOIS	109	1768
2992	VERBERT JOHN	118	1768
34517	FONTENELLE ROGER	209	1768
33103	VAN KERCKHOVE KENNY	410	1768
99601	SADRE HORMOZAN	604	1768
61336	GLOWKA PATRICK	619	1768
25453	TRUYENS AIME	715	1768
46019	SMITS BART	132	1767
1724	DE BACKER PETER	362	1767
45896	USMAN MOHAMMED	401	1767
61476	LALLEMAND PAUL	418	1767
44466	PALMKOECK WILLIAM	464	1767
90662	BOUTIQUE JEAN-MARIE	951	1767
11223	GEERTS LEOPOLD	109	1766
57789	VAN CAMP KOEN	174	1766
64408	TOURNOY GEORGES	201	1766
89940	CHEVRY PHILIPPE	244	1766
23523	DE WISPELAERE PAUL	301	1766
42480	COOPMAN LORENZO	307	1766
75400	DE LAET FRANS	318	1766
24180	GREGOIR DIRK	401	1766
79375	DEBEUS DANIEL	619	1766
19453	WOLFS JEAN	718	1766
90417	DE MEESTER DAVID	209	1765
68454	WEICHSEL RAYMOND	641	1765
7889	CORNELIS ARMAND	713	1765
34894	BRUGGHEMANS HERMAN	114	1764
7048	VERLINDEN GERRIT	134	1764
21806	VEROEVEN ALBERT	402	1764
24031	LECLERCQ FREDERIC	442	1764
15059	DEMEDTS TOM	460	1764
43176	VAN LAECKE GREET	475	1764
64165	GLORIEUX LEONARD	501	1764
93548	ROUSSEAU BENOIT	518	1764
94501	BAIR MARC	621	1764
53473	LIEVENS ALFONS	707	1764
54534	MEBIS ROLAND	725	1764
20281	GEYSELS STEFAN	101	1763
47341	DE LATHOUWER MARC	475	1763
33961	KODALCI MURAT	736	1763
18970	VANKERCKHOVEN EDDY	135	1762
66354	BEN KHAYAT EL HADI	272	1762
46990	TIMMERMAN CHRIS	303	1762
94099	MAJEWSKI PHILIPPE	514	1762
80446	PIROTTIN DANIEL	616	1762
75264	ISAHU MUHAMED	645	1762
86291	GILLET AURORE	910	1762
28011	VAN ESBROECK JAN	108	1761
40703	FEYTONGS RUDY	123	1761
21326	BOECKX HERMAN	135	1761
98787	FALKENBERG MARC	624	1761
82589	DE WERGIFOSSE ETIENNE	952	1761
55905	VAN DE CRAEN ROGER	101	1760
14761	DE POORTER ANDRE	401	1760
29840	ENGELEN LOUIS	705	1760
13820	LELIAERT PASCAL	727	1760
752	BOONS LUCIEN	128	1759
63843	OUZOUNIAN GERARD	244	1759
29718	DENDUYVER BART	312	1759
56553	LINZINE MICHAEL	438	1759
15652	MISEREZ TIM	462	1759
98841	RIPPINGER REMY	627	1759
12912	SCHOONAERT LUK	724	1759
21377	WILMS ERIC	101	1758
49191	DELEU MARC	123	1758
69175	GALLONE DAVID	229	1758
40649	LEBLEU MARC	322	1758
9393	VANDEVEIRE PIET	410	1758
34631	ELSEN TIJS	410	1758
93262	WATTIEZ DIDIER	209	1757
70254	COOSEMANS ALPHONSE	244	1757
32565	THYS ANDRE	402	1757
175	DEMEUTER ROBERT	352	1756
31747	INGELAERE EMMANUEL	361	1756
97438	MORLION RENE	362	1756
79588	MARECHAL GEORGES	601	1756
45845	D'HONDT BART	417	1755
74225	BOON THIERRY	518	1755
89435	DELMOTTE CEDRIC	521	1755
90841	POELLAER JEAN MARC	201	1754
21636	JANSSENS EWALD	263	1754
18953	THALMANN JORG	209	1753
65935	UYLENBROECK ROLAND	249	1753
15873	DECEUNINCK ANDRE	301	1753
78875	CLERQUIN PATRICK	521	1753
47228	LAMBRECHTS GILBERT	736	1753
48798	SOETENS ERIC	114	1752
54917	VERLINDEN PATRICK	166	1752
80918	LAMBERT MICHEL	244	1752
99945	FRYNS PATRICK	604	1752
78751	STAS RICHARD	621	1752
89222	RIVIERE ARSENE	641	1752
56065	OPSOMER JAN	709	1752
17876	BURMENSKY IGOR	101	1751
95451	BUSSCHAERT ANDRIES	201	1751
16101	DUFAIT YANNICK	303	1751
58947	DE MEYERE DIRK	303	1751
22306	DEGRAEUWE GILBERT	322	1751
70661	DECROOS FRANS	352	1751
32662	VAN CANEGHEM IGNACE	408	1751
70301	DUPONT PIERRE	546	1751
70394	WINTGENS JEAN-MARC	621	1751
99678	POTHEN ALAIN	641	1751
57118	CLEUREN JURGEN	725	1751
728	ROZENBERG BERNARD	951	1751
47139	MARCHAL ALFRED	951	1751
88951	KEISER MARC	501	1750
67377	BRAU Fabian	506	1750
84671	VAGNER FABIAN	622	1750
37401	VANDECAN MICHEL	712	1750
41335	MAES MARC	114	1749
94587	ABRAHAMSEN JESPER	201	1749
6670	PASSCHYN ROGER	312	1749
54836	BROUNS MARC	402	1749
69876	GONDRY FREDERIC	601	1749
83461	NIJSSEN DAVID	601	1749
90590	BASTIN DIMITRI	601	1749
99091	FRANSSEN RENE	604	1749
99309	KEUTGEN CHRISTOPH	604	1749
73482	ROSAR DANIEL	640	1749
20753	VISSER DICK	109	1748
50873	VAN DAMME REMKO	109	1748
33278	VAN OVERBEKE LUC	130	1748
32000	VANDERHALLEN NICOLAS	143	1748
